,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,HOUSE_PRICE
146032,030-312-051,STRATA,640179170151,64017917,CD-1 (531),Comprehensive Development,151,,EPS4169,200A,1205,159.0,2ND AVE W,V5Y 0L8,LOT 151  PLAN EPS4169  DISTRICT LOT," 200A  NWD GROUP 1, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,492000.0,259000.0,2020.0,563000.0,261000.0,2017.0,2017.0,,13,0.751
15396,002-610-914,STRATA,640134950030,64013495,FCCDD,Comprehensive Development,30,,VAS1521,526,215,1345.0,4TH AVE W,V6H 3Y8,LOT 30  PLAN VAS1521  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 71/10639, SHARE IN COM PROP THEREIN.,,,427000.0,90200.0,2020.0,439000.0,94400.0,1985.0,1985.0,,7,0.5172
164955,026-753-669,STRATA,618129380021,61812938,CD-1 (366),Comprehensive Development,21,,BCS1964,,505,638.0,BEACH CRES,V6Z 3H4,LOT 21  PLAN BCS1964  NEW WESTMINST,ER DISTRICT LOT FALSE CREEK.,,,,588000.0,232000.0,2020.0,709000.0,234000.0,2006.0,2006.0,,30,0.82
124596,028-058-470,STRATA,589157560017,58915756,CD-1 (450),Comprehensive Development,17,,BCS3625,OGT,1208,108.0,CORDOVA ST W,V6B 0G5,LOT 17  PLAN BCS3625  DISTRICT LOT ,OGT  NWD TOGETHER WITH AN INTEREST ,IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM V.,402000.0,139000.0,2020.0,482000.0,139000.0,2009.0,2009.0,,26,0.541
46315,008-201-501,LAND,236790360000,23679036,RS-1,One Family Dwelling,13,6,VAP3085,737,,6580.0,FLEMING ST,V5P 3H2,LOT 13  BLOCK 6  PLAN VAP3085  DIST,RICT LOT 737  NEW WESTMINSTER,,,,1196000.0,156000.0,2020.0,1411000.0,157000.0,1987.0,1991.0,,17,1.352
72721,015-416-470,LAND,670210630000,67021063,RT-5,Two Family Dwelling,15,157,VAP348,264A,,763.0,12TH AVE E,V5T 2J1,LOT 15  BLOCK 157  PLAN VAP348  DIS,"TRICT LOT 264A  NWD OF LOT E, & PL ",1771.,,,1185000.0,91500.0,2020.0,1340000.0,94000.0,1911.0,1975.0,,13,1.2765
162624,027-851-851,STRATA,638171960093,63817196,CD-1 (456),Comprehensive Development,93,,BCS3365,302,1209,1833.0,CROWE ST,V5Y 0A2,LOT 93  PLAN BCS3365  DISTRICT LOT ,302  NWD GRP1 TOGETHER WITH AN INTE,REST IN THE COMMON PROPERTY IN PROP,ORTION TO THE UNIT ENTITLEMENT OF T,HE STRATA LOT AS SHOWN ON FORM V.,527000.0,188000.0,2020.0,597000.0,188000.0,2009.0,2009.0,,13,0.715
114852,025-092-383,STRATA,120606060219,12060606,CD-1 (386),Comprehensive Development,219,,LMS4458,541,2163,1001.0,HORNBY ST,V6Z 2R9,LOT 219  PLAN LMS4458  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 36.8/20,724.2 SHARE INCOMM PROP THEREIN.,,,120000.0,56900.0,2020.0,113000.0,58200.0,2000.0,2001.0,,26,0.1769
191737,029-138-205,STRATA,134614980236,13461498,CD-1 (484),Comprehensive Development,236,,EPS1231,541,3601,1372.0,SEYMOUR ST,V6B 3P3,"STRATA LOT 236, PLAN EPS1231, DISTR","ICT LOT 541, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,1255000.0,567000.0,2020.0,1356000.0,571000.0,2013.0,2013.0,,29,1.822
102778,017-953-065,STRATA,643134980003,64313498,FM-1,Multiple Family Dwelling,3,,LMS572,526,103,1318.0,6TH AVE W,V6H 1A7,LOT 3  PLAN LMS572  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 1271/22806, SHARE IN COM PROP THEREIN.,,,940000.0,192000.0,2020.0,1031000.0,196000.0,1992.0,1992.0,,7,1.132
146904,012-613-169,LAND,694042200000,69404220,RS-1,One Family Dwelling,5,22,VAP3573,139,,3458.0,19TH AVE W,V6S 1C2,LOT 5  BLOCK 22  PLAN VAP3573  DIST,RICT LOT 139  NWD OF LOT 1.,,,,2030000.0,39500.0,2020.0,2345000.0,36300.0,1925.0,1960.0,,3,2.0695
75308,006-237-592,STRATA,645197060022,64519706,RM-4,Multiple Family Dwelling,22,,VAS1025,264A,206,2222.0,PRINCE EDWARD ST,V5T 4M6,LOT 22  PLAN VAS1025  DISTRICT LOT ,264A  NEW WESTMINSTER UNDIV 75/4704, SHARE IN COM PROP THEREIN.,,,527000.0,82700.0,2020.0,524000.0,87100.0,1981.0,1981.0,,13,0.6097
40168,011-029-871,LAND,62758410000,6275841,RS-5,One Family Dwelling,5,2,VAP5960,321,,6187.0,MCCLEERY ST,V6N 1G3,LOT 5  BLOCK 2  PLAN VAP5960  DISTR,ICT LOT 321  NWD OF BLKS D & E.,,,,3025000.0,1219000.0,2020.0,3664000.0,1199000.0,2011.0,2012.0,,6,4.244
109305,023-841-508,STRATA,670087090089,67008709,CD-1 (326),Comprehensive Development,89,,LMS2891,526,312,2161.0,12TH AVE W,V6K 4S7,LOT 89  PLAN LMS2891  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 1248/889,30 SHARE IN COM PROP THEREIN.,,,945000.0,204000.0,2020.0,997000.0,209000.0,1997.0,1997.0,,2,1.149
27656,014-585-537,LAND,246770470000,24677047,RS-1,One Family Dwelling,21,13,VAP1515,352,,4521.0,BEATRICE ST,V5N 4J1,LOT 21  BLOCK 13  PLAN VAP1515  DIS,TRICT LOT 352  NEW WESTMINSTER,,,,1118000.0,373000.0,2020.0,1317000.0,360000.0,2010.0,2010.0,,19,1.491
34342,013-602-179,LAND,606298400000,60629840,RS-1,One Family Dwelling,8,5,VAP2588,,,3332.0,WILLIAM ST,V5K 2Z3,LOT 8  BLOCK 5  PLAN VAP2588  NEW W,ESTMINSTER DISTRICT LOT SEC26 W HLF, THSL.,,,1068000.0,226000.0,2020.0,1211000.0,227000.0,1992.0,1992.0,,20,1.294
46511,030-764-033,STRATA,654191930125,65419193,CD-1 (591),,125,119,EPS5422,301,1605,285.0,10TH AVE E,V5T 0H6,LOT 125  BLOCK 119  PLAN EPS5422  D,ISTRICT LOT 301  NWD  BCAGROUP 1 TO,GETHER WITH AN INTEREST IN THE COMM,ON PROPERTY IN PROPORTION TO THE UN,IT ENTITLEMENT OF THE STRATA LOT AS,697000.0,301000.0,2020.0,239516.0,438800.0,,,,13,0.998
195741,023-056-436,STRATA,236612080014,23661208,RM-4,Multiple Family Dwelling,14,,LMS1933,264A,303,1520.0,COTTON DR,V5L 3V2,LOT 14  PLAN LMS1933  DISTRICT LOT ,264A  NEW WESTMINSTER UNDIV 391/877,3 FOR SHARE IN COM PROP THEREIN.,,,324000.0,123000.0,2020.0,305000.0,134000.0,1995.0,1995.0,,14,0.447
91436,029-989-761,STRATA,717225650001,71722565,RT-10,Two Family Dwelling,1,,EPS3892,391,,1265.0,28TH AVE E,V5V 2P8,LOT 1  PLAN EPS3892  DISTRICT LOT 3,"91  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,803000.0,423000.0,2020.0,939000.0,412000.0,2016.0,2016.0,,19,1.226
9775,024-554-430,STRATA,600116040187,60011604,CD-1 (318),Comprehensive Development,187,,LMS3942,185,2002,1331.0,ALBERNI ST,V6E 4S1,"STRATA LOT 187, PLAN LMS3942, DISTR","ICT LOT 185, NEW WESTMINSTER LAND D","ISTRICT, TOGETHER WITH AN INTEREST ",IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,479000.0,163000.0,2020.0,542000.0,163000.0,1999.0,1999.0,,26,0.642
46840,014-100-681,LAND,733056060000,73305606,RS-5,One Family Dwelling,1,30,VAP2035A,2027,,2996.0,35TH AVE W,V6N 2M6,LOT 1  BLOCK 30  PLAN 2035A  DISTRI,CT LOT 2027  NWD,,,,3042000.0,651000.0,2020.0,3530000.0,721000.0,1993.0,1993.0,,5,3.693
111781,011-517-395,LAND,701042600000,70104260,RS-5,One Family Dwelling,16,23,VAP4518,139,,3392.0,22ND AVE W,V6S 1J2,LOT 16  BLOCK 23  PLAN VAP4518  DIS,TRICT LOT 139  NWD OF LOT 3.,,,,2047000.0,1064000.0,2020.0,2359000.0,1113000.0,2011.0,2011.0,,3,3.111
190687,024-682-829,STRATA,643130990028,64313099,C-3A,Commercial,28,,LMS4091,526,301,1425.0,6TH AVE W,V6H 4G5,LOT 28  PLAN LMS4091  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 945/2486,13 SHARE IN COM PROP THEREIN.,,,490000.0,246000.0,2020.0,583000.0,249000.0,2000.0,2000.0,,7,0.736
90782,011-156-902,LAND,74744060000,7474406,RS-5,One Family Dwelling,15,17,VAP5453,526,,2588.0,39TH AVE W,V6N 4K8,LOT 15  BLOCK 17  PLAN VAP5453  DIS,TRICT LOT 526  NWD OF LOT 2.,,,,3023000.0,2414000.0,2020.0,3584000.0,2469000.0,2011.0,2011.0,,5,5.437
125431,030-785-260,STRATA,614124930107,61412493,CD-1 (551),Comprehensive Development,107,,EPS4792,541,1503,1283.0,HOWE ST,,LOT 107  PLAN EPS4792  DISTRICT LOT, 541  NWD  BCAGROUP 1 TOGETHER WITH, AN INTEREST IN THE COMMON PROPERTY, IN PROPORTION TO THE UNIT ENTITLEM,ENT OF THE STRATA LOT AS SHOWN ON F,402000.0,155000.0,2020.0,,,,,,29,0.557
73812,015-022-200,LAND,693153740000,69315374,RS-7,One Family Dwelling,12,537,VAP1054,472,,828.0,18TH AVE W,V5Z 1W3,LOT 12  BLOCK 537  PLAN VAP1054  DI,STRICT LOT 472  NEW WESTMINSTER,,,,2010000.0,294000.0,2020.0,2300000.0,287000.0,1997.0,1997.0,,9,2.304
40630,004-016-254,LAND,253670590000,25367059,RT-5A,Two Family Dwelling,31,169,VAP1158,264A,,2829.0,VICTORIA DR,V5N 4L5,LOT 31  BLOCK 169  PLAN VAP1158  DI,STRICT LOT 264A  NWD OF LOTS A & B ,& LT 1771.,,,1340000.0,259000.0,2020.0,1515000.0,243000.0,1911.0,1980.0,,14,1.599
75827,016-530-519,STRATA,690163520004,69016352,RM-4,Multiple Family Dwelling,4,,VAS2749,472,104,668.0,16TH AVE W,V5Z 1S6,LOT 4  PLAN VAS2749  DISTRICT LOT 4,72  NEW WESTMINSTER UNDIV 4972/1000,00 SHARE IN COM PROP THEREIN.,,,651000.0,194000.0,2020.0,694000.0,202000.0,1990.0,1990.0,,9,0.845
45655,028-158-261,STRATA,134606300137,13460630,DD,Comprehensive Development,137,,BCS3727,541,1205,1022.0,SEYMOUR ST,V6B 0G1,LOT 137  PLAN BCS3727  DISTRICT LOT," 541  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,463000.0,199000.0,2020.0,468000.0,184000.0,2010.0,2010.0,,29,0.662
6532,030-700-400,STRATA,830170950401,83017095,CD-1 (71),Comprehensive Development,401,,EPS5144,311,1803,433.0,MARINE DR SW,V5X 0H5,"STRATA LOT 401, PLAN EPS5144, DISTR","ICT LOT 311, GROUP 1, NEW WESTMINST","ER LAND DISTRICT, & DL 323, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,725000.0,445000.0,2020.0,334989.0,510355.0,,,,12,1.17
196977,010-134-468,LAND,231755450000,23175545,RS-1,One Family Dwelling,19,4,VAP8370,715,,6009.0,LANARK ST,V5P 2Y7,LOT 19  BLOCK 4  PLAN VAP8370  DIST,RICT LOT 715  NEW WESTMINSTER,,,,1358000.0,61600.0,2020.0,1577000.0,62900.0,1965.0,1965.0,,19,1.4196
21606,024-706-515,STRATA,590118940268,59011894,CD-1 (409),Comprehensive Development,268,,LMS4107,185,2202,1128.0,HASTINGS ST W,V6E 4R5,LOT 268  PLAN LMS4107  DISTRICT LOT, 185  NEW WESTMINSTER UNDIV 361/325,467 SHARE IN COM PROP THEREIN.,,,331000.0,78800.0,2020.0,282000.0,80100.0,1999.0,2000.0,,26,0.4098
139852,030-940-974,STRATA,813175070108,81317507,RS-1,One Family Dwelling,108,,EPS5389,526,504,389.0,59TH AVE W,,LOT 108  PLAN EPS5389  DISTRICT LOT, 526  NWD  BCAGROUP 1 TOGETHER WITH, AN INTEREST IN THE COMMON PROPERTY, IN PROPORTION TO THE UNIT ENTITLEM,ENT OF THE STRATA LOT AS SHOWN ON F,,,,,,,,,11,
32324,030-229-961,STRATA,153840510009,15384051,I-2,Light Industrial,9,,EPS4483,319,109,8811.0,LAUREL ST,V6P 3V9,LOT 9  PLAN EPS4483  DISTRICT LOT 3,"19  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,1122000.0,451000.0,2020.0,1070000.0,451000.0,2017.0,2017.0,,18,1.573
84445,003-581-471,LAND,698230110000,69823011,RM-1N,Multiple Family Dwelling,C,,VAP1990,747,,1411.0,21ST AVE E,V5N 2N3,LOT C  PLAN VAP1990  DISTRICT LOT 7,"47  NWD GROUP 1, (REF PL VAP351) OF", BLKS 1 & 2.,,,1126000.0,89800.0,2020.0,1413000.0,91200.0,1910.0,2000.0,,15,1.2158
40902,012-892-688,LAND,197810940000,19781094,RS-1,One Family Dwelling,S,3,VAP3424,657,,405.0,58TH AVE E,V5X 1W1,LOT S  BLOCK 3  PLAN VAP3424  DISTR,"ICT LOT 657  NWD GROUP 1, OF LOTS 1"," TO 4, TO BLK 7.",,,1138000.0,88200.0,2020.0,1389000.0,89700.0,1972.0,1972.0,,17,1.2262
197328,006-644-805,STRATA,648146930010,64814693,FM-1,Multiple Family Dwelling,10,,VAS1483,526,10,1101.0,8TH AVE W,V6H 1C5,LOT 10  PLAN VAS1483  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 547/1478,2 SHARE IN COM PROP THEREIN.,,,366000.0,63400.0,2020.0,398000.0,66600.0,1985.0,1985.0,,7,0.4294
201505,024-707-295,STRATA,590118940346,59011894,CD-1 (409),Comprehensive Development,346,,LMS4107,185,2609,1128.0,HASTINGS ST W,V6E 4R5,LOT 346  PLAN LMS4107  DISTRICT LOT, 185  NEW WESTMINSTER UNDIV 298/325,467 SHARE IN COM PROP THEREIN.,,,278000.0,81600.0,2020.0,234000.0,83100.0,1999.0,2000.0,,26,0.3596
41934,023-463-449,STRATA,134612480118,13461248,DD,Comprehensive Development,118,,LMS2446,541,911,1238.0,SEYMOUR ST,V6B 6J3,LOT 118  PLAN LMS2446  DISTRICT LOT, 541  NEW WESTMINSTER UNDIV 56/1375,5 SHARE IN COM PROP THEREIN.,,,424000.0,159000.0,2020.0,429000.0,161000.0,1996.0,1996.0,,29,0.583
7871,023-384-140,STRATA,320650410004,32065041,I-2,Light Industrial,4,,LMS2352,THSL,118,2323.0,BOUNDARY RD,V5M 4V8,LOT 4  SECTION 39  PLAN LMS2352  DI,STRICT LOT THSL  NEW WESTMINSTER UN,DIV 192/6816 SHARE IN COM PROP THER,EIN.,,740000.0,144000.0,2020.0,832000.0,148000.0,1996.0,1996.0,,21,0.884
209491,007-869-029,LAND,45757750000,4575775,RS-5,One Family Dwelling,4,3,VAP14322,2027,,6131.0,GLENDALOUGH PL,V6N 1S5,LOT 4  BLOCK 3  PLAN VAP14322  DIST,RICT LOT 2027  NWD,,,,2559000.0,541000.0,2020.0,3102000.0,513000.0,1973.0,1994.0,,6,3.1
141915,018-386-440,STRATA,157612510411,15761251,CD-1 (266),Comprehensive Development,411,,LMS1008,,,1233.0,PACIFIC BLVD,,LOT 411  PLAN LMS1008  NEW WESTMINS,"TER DISTRICT LOT FALSE CREEK, UNDIV", 21/10000 SHARE IN COM PROP THEREIN,.,,36800.0,3100.0,2020.0,36100.0,3900.0,1993.0,1993.0,,30,0.0399
122813,017-150-949,STRATA,613116490007,61311649,RM-5A,Multiple Family Dwelling,7,,VAS2844,185,402,1345.0,BURNABY ST,V6E 1R2,LOT 7  PLAN VAS2844  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 899/17285, SHARE IN COM PROP THEREIN.,,,449000.0,149000.0,2020.0,500000.0,152000.0,1990.0,1990.0,,27,0.598
157076,024-576-506,STRATA,600117530240,60011753,CD-1 (260),Comprehensive Development,240,,LMS3963,185,2902,1239.0,GEORGIA ST W,V6E 4R8,LOT 240  PLAN LMS3963  DISTRICT LOT, 185  NEW WESTMINSTER UNDIV 795/211,561 SHARE IN COM PROP THEREIN.,,,679000.0,224000.0,2020.0,778000.0,224000.0,1999.0,1999.0,,26,0.903
76449,010-572-121,STRATA,638084480022,63808448,RM-4,Multiple Family Dwelling,22,,VAS2118,526,302,2250.0,3RD AVE W,V6K 1L4,LOT 22  PLAN VAS2118  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 76/2688 ,SHARE IN COM PROP THEREIN.,,,620000.0,125000.0,2020.0,669000.0,130000.0,1988.0,1988.0,,2,0.745
128497,024-844-454,STRATA,159607880120,15960788,CD-1 (324),Comprehensive Development,120,,LMS4255,FC,2102,193.0,AQUARIUS MEWS,V6Z 2Z2,"STRATA LOT 120, PLAN LMS4255, DISTR","ICT LOT FC, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,656000.0,255000.0,2020.0,842000.0,258000.0,2000.0,2000.0,,30,0.911
18084,014-465-451,LAND,607253150000,60725315,RT-4,Two Family Dwelling,8,C,VAP715,264A,,1933.0,CHARLES ST,V5L 2V1,LOT 8  BLOCK C  PLAN 715  DISTRICT ,LOT 264A  NWD OF LOT 1 & BLK D OF B,LK 136 & PL 1771.,,,1164000.0,35300.0,2020.0,1282000.0,35800.0,1910.0,1967.0,,14,1.1993
41368,009-808-442,LAND,287790640000,28779064,RS-1,One Family Dwelling,20,2,VAP9030,,,6638.0,RUPERT ST,V5S 2Z3,LOT 20  BLOCK 2  PLAN VAP9030  NEW ,WESTMINSTER DISTRICT LOT 337 S E QT,R.,,,1532000.0,37300.0,2020.0,1831000.0,36300.0,1952.0,1952.0,,24,1.5693
149312,012-463-833,LAND,702182850000,70218285,RS-1,One Family Dwelling,19,584,VAP2913,526,,15.0,21ST AVE W,V5Y 2E1,LOT 19  BLOCK 584  PLAN VAP2913  DI,STRICT LOT 526  NWD AMENDED (SEE 45,680L).,,,2407000.0,231000.0,2020.0,2732000.0,237000.0,1940.0,1995.0,,9,2.638
81285,012-721-301,LAND,715316600000,71531660,CD-1 (241),Comprehensive Development,19,60&61,VAP3566,36&51,,3680.0,WELLINGTON AVE,V5R 4Z3,LOT 19  BLOCK 60&61  PLAN VAP3566  ,DISTRICT LOT 36&51  NEW WESTMINSTER,,,,1203000.0,265000.0,2020.0,1411000.0,248000.0,2000.0,2000.0,,23,1.468
170386,014-832-461,LAND,250701850000,25070185,RS-1A,One Family Dwelling,10,16,VAP1344,352,,4015.0,VICTORIA DR,V5N 4M9,LOT 10  BLOCK 16  PLAN VAP1344  DIS,TRICT LOT 352  NEW WESTMINSTER LOT ,10 OF 9TO13 BLK 16 DL 352 PLN 1344.,,,1117000.0,279000.0,2020.0,1208000.0,288000.0,1910.0,1995.0,,15,1.396
183813,012-884-383,LAND,712042160000,71204216,RS-5,One Family Dwelling,48,84,VAP3452,2027,,3468.0,26TH AVE W,V6S 1N5,LOT 48  BLOCK 84  PLAN VAP3452  DIS,TRICT LOT 2027  NEW WESTMINSTER,,,,1863000.0,1300000.0,2020.0,2300000.0,1287000.0,2014.0,2014.0,,3,3.163
172625,006-767-770,LAND,684292820000,68429282,RS-1,One Family Dwelling,6,B,VAP11660,THSL,,3188.0,14TH AVE E,V5M 2J4,LOT 6  BLOCK B  SECTION 42  PLAN VA,P11660  DISTRICT LOT THSL  NWD,,,,1171000.0,146000.0,2020.0,1286000.0,147000.0,1987.0,1987.0,,22,1.317
202577,013-947-168,LAND,737097960000,73709796,RS-5,One Family Dwelling,44,21A,VAP2253,526,,5225.0,PINE CRES,V6M 0A4,"PLAN VAP2253, NEW WESTMINSTER LAND ","DISTRICT, LOT 43&E HLF 44 BLK 21A D",L 526 PLN 2253.,,,2606000.0,1345000.0,2020.0,3179000.0,1364000.0,2010.0,2012.0,,5,3.951
15112,026-347-555,STRATA,148606030130,14860603,DD,Comprehensive Development,130,,BCS1399,541,2108,1001.0,HOMER ST,V6B 1M9,LOT 130  PLAN BCS1399  DISTRICT LOT, 541  NEW WESTMINSTER GROUP 1.,,,,443000.0,161000.0,2020.0,508000.0,161000.0,2005.0,2005.0,,29,0.604
97773,016-022-505,STRATA,152826580002,15282658,RT-2,Two Family Dwelling,2,,VAS2647,319,,8470.0,FREMLIN ST,V6P 3X2,LOT 2  PLAN VAS2647  DISTRICT LOT 3,19  NWD & DL 323 & 324 TOGETHER WIT,H AN INTEREST IN THE COMMON PROPERT,Y IN PROPORTION TO THE UNIT ENTITLE,MENT OF THE STRATA LOT AS SHOWN ON ,909000.0,183000.0,2020.0,1063000.0,170000.0,1990.0,1990.0,,12,1.092
171698,024-518-115,STRATA,648170960003,64817096,C-3A,Commercial,3,,LMS3900,302,,438.0,8TH AVE W,V5Y 1N9,LOT 3  PLAN LMS3900  DISTRICT LOT 3,02  NEW WESTMINSTER UNDIV 414/59561, SHARE IN COM PROP THEREIN.,,,474000.0,74500.0,2020.0,474000.0,75400.0,1999.0,1999.0,,13,0.5485
6647,025-685-376,STRATA,87664990106,8766499,CD-1 (341),Comprehensive Development,106,,BCS356,526,517,2799.0,YEW ST,V6K 4W2,LOT 106  PLAN BCS356  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 58/8767 ,SHARE IN COM PROP THEREIN.,,,355000.0,192000.0,2020.0,413000.0,192000.0,2001.0,2002.0,,2,0.547
87906,024-254-533,STRATA,718306040099,71830604,CD-1 (352),Comprehensive Development,99,,LMS3463,37,608,3438.0,VANNESS AVE,V5R 6E7,LOT 99  PLAN LMS3463  DISTRICT LOT ,37  NEW WESTMINSTER UNDIV 365/10327,9 SHARE IN COM PROP THEREIN.,,,175000.0,114000.0,2020.0,196000.0,121000.0,1998.0,1998.0,,23,0.289
145199,005-659-566,STRATA,631077940018,63107794,RM-4,Multiple Family Dwelling,18,,VAS724,526,18,1609.0,BALSAM ST,V6K 3L9,LOT 18  PLAN VAS724  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 55010/100,0000 SHARE IN COM PROP THEREIN.,,,1096000.0,149000.0,2020.0,1176000.0,160000.0,1980.0,1980.0,,2,1.245
169077,009-104-640,LAND,226741120000,22674112,RS-1,One Family Dwelling,20,2,VAP1383,711,,5328.0,INVERNESS ST,V5W 3P1,LOT 20  BLOCK 2  PLAN VAP1383  DIST,RICT LOT 711  NEW WESTMINSTER,,,,1154000.0,345000.0,2020.0,1365000.0,326000.0,2007.0,2007.0,,19,1.499
46169,030-569-575,STRATA,117609950033,11760995,RM-5D,Multiple Family Dwelling,33,37,EPS4184,185,1201,1171.0,JERVIS ST,V6E 0C9,"STRATA LOT 33, BLOCK 37, PLAN EPS41","84, DISTRICT LOT 185, GROUP 1, NEW ","WESTMINSTER LAND DISTRICT, TOGETHER", WITH AN INTEREST IN THE COMMON PRO,PERTY IN PROPORTION TO THE UNIT ENT,879000.0,348000.0,2020.0,973000.0,348000.0,2018.0,2018.0,,27,1.227
51995,011-244-020,LAND,270592020000,27059202,RS-1,One Family Dwelling,1,76,VAP5065,THSL,,2420.0,PENDER ST E,V5K 2B3,LOT 1  BLOCK 76  PLAN VAP5065  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION W HLF.,,,1097000.0,102000.0,2020.0,1247000.0,107000.0,1980.0,1980.0,,20,1.199
207377,013-920-821,LAND,630259740000,63025974,RT-4,Two Family Dwelling,10,142,VAP2288,264A,,2174.0,1ST AVE E,V5N 1B8,LOT 10  BLOCK 142  PLAN VAP2288  DI,STRICT LOT 264A  NWD EXC N 7 FT NOW, ROAD OF LOT A.,,,1086000.0,422000.0,2020.0,1196000.0,406000.0,2011.0,2011.0,,14,1.508
102875,024-029-785,STRATA,600117080026,60011708,CD-1 (343),Comprehensive Development,26,,LMS3094,185,505,1288.0,GEORGIA ST W,V6E 4R3,"STRATA LOT 26, PLAN LMS3094, DISTRI","CT LOT 185, GROUP 1, NEW WESTMINSTE","R LAND DISTRICT, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,343000.0,160000.0,2020.0,394000.0,162000.0,1998.0,1998.0,,26,0.503
49822,014-292-688,LAND,812197170000,81219717,RS-1,One Family Dwelling,43,3,VAP1790,657,,431.0,58TH AVE E,V5X 1W1,LOT 43  BLOCK 3  PLAN VAP1790  DIST,"RICT LOT 657  NWD PART W 1/2, TO BL",K 7.,,,1232000.0,539000.0,2020.0,1522000.0,31400.0,1953.0,1953.0,,17,1.771
146798,023-362-359,STRATA,640072080023,64007208,C-2,Commercial,23,,LMS2329,192,223,2680.0,4TH AVE W,V6K 4S3,LOT 23  PLAN LMS2329  DISTRICT LOT ,192  NEW WESTMINSTER UNDIV 68/6370 ,SHARE IN COM PROP THEREIN.,,,514000.0,126000.0,2020.0,558000.0,128000.0,1996.0,1996.0,,2,0.64
122848,028-069-544,STRATA,580186800045,58018680,HA-2,Historic Area,45,,BCS3636,196,603,168.0,POWELL ST,V6A 0B2,LOT 45  PLAN BCS3636  DISTRICT LOT ,196  NWD TOGETHER WITH AN INTEREST ,IN THE COMMON PROPERTY IN PROPORTIO,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM V.,372000.0,100000.0,2020.0,417000.0,100000.0,2009.0,2009.0,,26,0.472
195600,026-582-023,STRATA,600116030021,60011603,DD,Comprehensive Development,21,,BCS1697,185,504,1333.0,GEORGIA ST W,V6E 4V3,LOT 21  PLAN BCS1697  DISTRICT LOT ,185  NEW WESTMINSTER GROUP 1.,,,,410000.0,131000.0,2020.0,472000.0,132000.0,2006.0,2006.0,,26,0.541
201390,023-787-171,STRATA,770266380015,77026638,C-2,Commercial,15,,LMS2835,393,115,2238.0,KINGSWAY,V5N 2T7,"STRATA LOT 15, PLAN LMS2835, DISTRI","CT LOT 393, NEW WESTMINSTER LAND DI","STRICT, TOGETHER WITH AN INTEREST I",N THE COMMON PROPERTY IN PROPORTION, TO THE UNIT ENTITLEMENT OF THE STR,77800.0,32400.0,2020.0,51700.0,33300.0,1997.0,1997.0,,23,0.1102
